pdf_name,figure_name,fig_type,page,caption,image_path,x1,y1,x2,y2
full_test_3,13.3,Figure,121,"Figure 13.3. The two best SP-Multiple-Alignments found by the SPCM with the ambiguous sentence ‘fruit flies like a banana’ as the New SP-Pattern and with SP-Patterns in the repository of Old SP-Patterns representing grammatical rules including words. Reproduced from [92, Figure 5.1].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.3-1.png,54.96,222.95999999999998,376.08,497.52
full_test_3,13.21,Figure,147,"Figure 13.21. A Bayesian network representing causal relationships discussed in the text. In this diagram, ‘Phone call’ means ‘a phone call about the alarm going off’ and ‘Radio announcement’ means ‘a radio announcement about an earthquake’. Reproduced from [92, Figure 7.14].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.21-1.png,124.56,427.91999999999996,308.15999999999997,529.1999999999999
full_test_3,13.9,Figure,132,"Figure 13.9. The best SP-Multiple-Alignment found by the SPCM with ‘it is wash ed’ in New and the SP-Grammar from Figure 13.8 in Old. Reproduced from [92, Figure 5.12].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.9-1.png,54.0,57.36,376.8,417.59999999999997
full_test_3,13.10,Figure,133,"Figure 13.10. The best SP-Multiple-Alignment found by the SPCM with ‘will it have be en brok en’ in New and the SP-Grammar from Figure 13.8 in Old. Reproduced from [92, Figure 5.13].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.10-1.png,54.96,57.36,378.24,376.56
full_test_3,3.2,Figure,38,"Figure 3.2. A schematic view of how, if we close our eyes for a moment and open them again, we normally merge the before and after views to make one. The landscape here is from Wallpapers Buzz. Permission was granted for the reproduction of the landscape in [105], but Wallpapers Buzz appears now to have closed.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.2-1.png,66.0,84.0,367.2,228.23999999999998
full_test_3,13.29,Figure,160,Figure 13.29. See Figure 13.26.,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.29-1.png,54.0,57.36,351.84,229.67999999999998
full_test_3,13.30,Figure,160,Figure 13.30. See Figure 13.26.,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.30-1.png,74.88,276.71999999999997,357.36,420.0
full_test_3,7.2,Figure,70,"Figure 7.2. In this SP-Grammar, each SP-Pattern starts and ends with one or more SP-Symbols which are called ‘ID’ SP-Symbols representing a grammatical category. The character ‘!’ in the SP-Grammar serves to mark an SP-Symbol as being an ‘ID SP-Symbol’ and, in each SP-Pattern, the unmarked SP-Symbols are ‘C’ or ‘contents’ SP-Symbols (see Section 8.3). As noted in Section 8.3.2, the character ‘!’ only serves as a marker of ID SP-Symbols in some contexts and not in others.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure7.2-1.png,54.0,57.36,309.84,395.52
full_test_3,8.2,Figure,92,"Figures 8.2 and 8.3 show an outline of the SPCM, excluding unsupervised learning. That latter process is described in Chapter 8.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.2-1.png,55.44,250.32,320.88,335.28
full_test_3,8.2,Figure,92,"Figure 8.2. A high level view of the organisation of the SPCM, excluding unsupervised learning. Reproduced from [92, Figure 3.6].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.2-1.png,55.44,338.64,376.8,549.12
full_test_3,19.2,Figure,197,Figure 19.2. (a) One of many good SP-Multiple-Alignments produced by the SPCM with the SP-Pattern ‘0’ in New and the Old SP-Patterns from Figure 19.1 in Old. (b) The best SP-Multiple-Alignment produced by the SPCM with ‘0 1 1 1 1’ in New and the same SP-Patterns as with Figure 19.2(a) in Old. Reproduced from Figure 4.4 in [92].,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure19.2-1.png,92.39999999999999,57.36,378.24,354.0
full_test_3,13.25,Figure,156,"Figure 13.25. Two SP-Multiple-Alignments discussed in the text. (a) An SP-Multiple-Alignment created by combining the second and fourth SP-MultipleAlignment from Figure 13.24. CD = 73.64, Absolute P = 5.5391e-5. (b) An SP-Multiple-Alignment created from the first SP-Multiple-Alignment in Figure 13.24 and the SP-Symbol ‘burglary’. CD = 72.57, Absolute P = 2.6384e-5. Reproduced from [92, Figure 7.18].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.25-1.png,54.0,57.36,376.8,275.28
full_test_3,13.15,Figure,141,"Figure 13.15. The set of New SP-Patterns supplied to the SPCM for the example discussed in the text. These SP-Patterns represent the patient ‘John Smith’ and his symptoms. Reproduced from [92, Figure 6.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.15-1.png,130.56,430.32,300.96,543.36
full_test_3,13.7,Figure,129,"Figure 13.7. A selection of example sentences in English with markings of dependencies between the auxiliary verbs. Key: ‘M’ = modal; ‘H’ = forms of the verb ‘have’; ‘B1’ = first instance of a form of the verb ‘be’; ‘B2’ = second instance of a form of the verb ‘be’; ‘V’ = main verb; ‘fin’ = a finite form; ‘inf’ = an infinitive form; ‘en’ = a past tense form; ‘ing’ = a verb ending in ‘ing’. Reproduced from [92, Figure 5.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.7-1.png,76.32,57.36,378.24,291.12
full_test_3,13.11,Figure,134,"Figure 13.11. The best SP-Multiple-Alignment found by the SPCM with ‘are they walk ing’ in New and the SP-Grammar from Figure 13.8 in Old. Reproduced from [92, Figure 5.14].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.11-1.png,54.0,57.36,376.8,377.76
full_test_3,7.4,Figure,73,"Figure 7.4. A continuation of the sequence of alignments in building the SP-Multiple-Alignment shown in Figure 7.1, as described in the caption to Figure 7.3. As before, any pairing where one or both of the pairs is itself an SP-MultipleAlignment, that SP-Multiple-Alignment is represented by the main SP-Pattern within the SP-Multiple-Alignment. For the whole sequence shown in Figures 7.3 and 7.4, note that the SP-Pattern ‘Num PL ; Np Vp’ in row 9 of Figure 7.1 and its alignment with other SP-Patterns in the figure has been omitted from the sequence. This is because of the relative complexity of its alignments. These are discussed in Section 7.5.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure7.4-1.png,99.36,57.36,378.24,374.15999999999997
full_test_3,13.31,Figure,161,"Figure 13.31. A geometric analogy problem. Reproduced from [92, Figure 8.9].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.31-1.png,115.67999999999999,84.96,316.32,246.23999999999998
full_test_3,6.2,Figure,64,"Figure 6.2. How an informal probabilistic kind of ‘deduction’ might be modelled with something like an MSA: black clouds mean that rain is likely, that in turn means that any washing we may have out may get wet, and that means that we should take the washing in.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure6.2-1.png,64.56,232.56,367.44,280.56
full_test_3,6.1,Figure,64,"Figure 6.1. A good MSA amongst five DNA sequences. Reproduced from [92, Figure 3.1].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure6.1-1.png,54.0,59.28,362.4,173.76
full_test_3,6.3,Figure,64,Figure 6.3. How recognition of a sheep as a mammal may be modelled very roughly via an MSA.,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure6.3-1.png,63.599999999999994,360.0,368.64,385.91999999999996
full_test_3,13.22,Figure,149,"Figure 13.22. A set of SP-Patterns to be stored in Old in an example of ‘explaining away’. The SP-Symbol ‘phone-alarm-call’ is intended to represent a phone call conveying news that the alarm sounded; ‘radio-earthquake-announcement’ represents an announcement on the radio that there has been an earthquake. The SP-Symbols ‘e1’ and ‘e2’ represent other contexts for ‘earthquake’ besides the contexts ‘alarm’ and ‘radio-earthquake-announcement’. Reproduced from [92, Figure 7.15].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.22-1.png,76.32,57.36,378.24,136.56
full_test_3,3.7,Figure,44,"Figure 3.7. Phrase structure for one sentence processed with the MK10 program as described in the text. The ‘correct’ parsing, via human judgement, is shown above the sentence, and the best parsing by the MK10 program is shown beneath the sentence. Reproduced from [84, Figure 1 (sentence 10)], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.7-1.png,66.0,300.47999999999996,367.2,454.08
full_test_3,13.18,Figure,144,"Figure 13.18. The second of the three best SP-Multiple-Alignments formed by the SPCM with ‘bird Tweety’ in New and SP-Patterns in Old as described in the text. The relative probability of this SP-Multiple-Alignment is calculated as 0.22. Reproduced from [92, Figure 7.11].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.18-1.png,111.6,344.15999999999997,320.4,548.16
full_test_3,13.17,Figure,144,"Figure 13.17. The first of the three best SP-Multiple-Alignments formed by the SPCM with the SP = Pattern ‘bird Tweety’ in New and SP-Patterns in Old as described in the text. The relative probability of this SP-Multiple-Alignment is calculated as 0.66. Reproduced from [92, Figure 7.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.17-1.png,54.0,57.36,317.76,270.24
full_test_3,13.27,Figure,159,Figure 13.27. See Figure 13.26.,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.27-1.png,124.08,298.08,308.15999999999997,418.8
full_test_3,13.28,Figure,159,Figure 13.28. See Figure 13.26.,/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.28-1.png,108.72,459.12,322.8,578.64
full_test_3,13.26,Figure,159,"Figure 13.26. This and the following four figures show SP-Multiple-Alignments representing a selection of routes between Beijing and New York. They are amongst the best SP-Multiple-Alignments found by the SPCM with ‘Beijing New-York’ in New, and a repository of Old SP-Patterns showing one-way air links between individual cities as described in the text. The five figures are reproduced from [92, Figures 8.1 to 8.5].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.26-1.png,76.32,57.36,378.24,205.92
full_test_3,I,Figure,245,"Figure I.1. A schematic representation of the way two instances of the pattern ‘INFORMATION’ in a body of data may be unified to form a single ‘unified pattern’, shown just above the middle of the figure. To achieve lossless compression, the relatively short identifier ‘w62’ may be assigned to the unified pattern ‘INFORMATION’, as shown below the middle of the figure. At the bottom of the figure, the original data may be compressed by replacing each instance of ‘INFORMATION’ with a copy of the relatively short identifier, ‘w62’. Adapted from Figure 2.3 in [92], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-FigureI-1.png,78.0,57.36,378.24,236.39999999999998
full_test_3,3.3,Figure,39,"Figure 3.3. A random-dot stereogram from [43, Figure 2.4-1], author B. Julesz.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.3-1.png,66.0,418.8,367.2,562.0799999999999
full_test_3,8.7,Figure,98,"Figure 8.7. The best SP-Grammar found by the SPCM when New contains the eight sentences shown in Figure 8.6. Reproduced from [92, Figure 9.11].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.7-1.png,149.04,492.0,282.71999999999997,559.1999999999999
full_test_3,8.5,Figure,98,"Figure 8.5. The organisation of the SP70 version of the SPCM. Reproduced from [92, Figure 9].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.5-1.png,54.0,57.36,368.64,322.32
full_test_3,8.6,Figure,98,"Figure 8.6. Eight sentences supplied to the SPCM as eight New SP-Patterns. Reproduced from [92, Figure 9.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.6-1.png,151.44,367.44,279.84,445.91999999999996
full_test_3,8.9,Figure,103,"Figure 8.9. Plan view of a 3D object, with each of the five lines around it representing a view of the object, as seen from the side. Reproduced from [96, Figure 11], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.9-1.png,120.96,85.44,311.03999999999996,253.2
full_test_3,13.14,Figure,140,"Figure 13.14. The best SP-Multiple-Alignment created by the SPCM, with a set of New SP-Patterns (in column 0) that describe some features of an unknown plant, and a set of Old SP-Patterns, including those shown in columns 1 to 6, that describe different categories of plant, with their parts and sub-parts, and other attributes. Reproduced from [95, Figure 16], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.14-1.png,54.0,57.36,376.8,503.52
full_test_3,14.1,Figure,167,"Figure 14.1. A schematic representation of versatility and seamless integration in the SPTI, with the SP-Multiple-Alignment concept, and the SP-Pattern and SP-Symbol concepts, centre stage.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure14.1-1.png,78.96,84.0,353.03999999999996,368.15999999999997
full_test_3,13.33,Figure,162,"Figure 13.33. Textual SP-Patterns corresponding to the combination of one of ‘C1’, ‘C2’, ‘C3’, or ‘C4’ on the bottom left of Figure 13.31 with one of ‘D’, ‘E’, ‘F’, or ‘G’ down the right side of the figure. These serve as Old SP-Patterns as described in the text. Reproduced from [92, SP-Patterns on p. 230]",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.33-1.png,89.03999999999999,434.64,343.2,517.4399999999999
full_test_3,13.32,Figure,162,"Figure 13.32. The best SP-Multiple-Alignment found by the SPCM for the SP-Patterns in New and Old as described in the text. Reproduce from [92, 8.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.32-1.png,167.04,185.51999999999998,264.48,374.88
full_test_3,13.19,Figure,145,"Figure 13.19. The last of the three best SP-Multiple-Alignments formed by the SPCM with ‘bird Tweety’ in New and SP-Patterns in Old as described in the text. The relative probability of this SP-Multiple-Alignment is 0.12. Reproduced from [95, Figure 7.12], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.19-1.png,76.32,57.36,378.24,308.4
full_test_3,13.24,Figure,154,"Figure 13.24. At the top, the best SP-Multiple-Alignment formed by the SPCM with the SP-Pattern ‘phone-alarm-call radio-earthquake-announcement’ in New and the SP-Patterns from Figure 13.22 in Old. Other SP-Multiple-Alignments formed by the SPCM are shown below. From the top, the CD values are: 74.64, 54.72, 19.92, 18.92, and 14.52. Reproduced from [92, Figure 7.17].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.24-1.png,54.0,57.36,373.44,405.84
full_test_3,7.3,Figure,72,"Figure 7.3. A sequence of alignments, created in the process of constructing the SP-Multiple-Alignment shown in Figure 7.1. The sequence continues in Figure 7.4. In both figures, any pairing where one or both of the pairs is itself an SP-MultipleAlignment, that SP-Multiple-Alignment is represented by the main SP-Pattern within the SP-Multiple-Alignment.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure7.3-1.png,54.0,57.36,364.32,416.4
full_test_3,13.16,Figure,143,"Figure 13.16. The best SP-Multiple-Alignment found by the SPCM with the set of SP-Patterns from Figure 13.15 in New (describing the symptoms of the patient ‘John Smith’) and a set of SP-Patterns in Old describing a range of different diseases and named clusters of symptoms, together with the ‘framework’ SP-Pattern shown in column 1. Reproduced from [91, Figure 6], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.16-1.png,79.92,84.96,352.08,154.07999999999998
full_test_3,3.6,Figure,43,"Figure 3.6. Part of a parsing created by the MK10 Computer Model from a 10,000-letter sample of English (book 8A of the Ladybird Reading Series) with all spaces and punctuation removed. The program derived this parsing from the sample alone, without any prior dictionary or other knowledge of the structure of English. Reproduced from [87, Figure 7.3], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.6-1.png,108.0,253.44,325.2,518.16
full_test_3,8.10,Figure,104,"Figure 8.10. Changing values for the sizes of o, g, e and t and related variables as SPCM learning proceeds, with New SP-Patterns shown in Figure 8.6. Adapted from [92, Figure 9.12].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.10-1.png,84.0,348.96,349.2,538.0799999999999
full_test_3,3.4,Figure,40,"Figure 3.4. Diagram to show the relationship between the left and right images in Figure 3.3. Reproduced from [43, Figure 2.4-3], author B. Julesz.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.4-1.png,64.8,84.96,366.0,225.35999999999999
full_test_3,13.13,Figure,139,"Figure 13.13. The best SP-Multiple-Alignment created by the SPCM with ‘KISSED MARY JOHN’ in New and the same grammar in Old as was used for the example shown in Figure 13.12. Reproduced from [92, Figure 5.19].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.13-1.png,54.96,57.36,378.24,400.32
full_test_3,3.1,Figure,36,"Figure 3.1. Drawing made by abstracting 38 points of maximum curvature from the contours of a sleeping cat, and connecting these points appropriately with a straight edge. Reproduced from [2, Figure 3].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure3.1-1.png,124.8,406.8,307.2,539.04
full_test_3,13.20,Figure,146,"Figure 13.20. The best SP-Multiple-Alignment formed by the SPCM with ‘penguin Tweety’ in New and SP-Patterns in Old as described in the text. The relative probability of this SP-Multiple-Alignment is 1.0. Reproduced from [92, Figure 7.10].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.20-1.png,54.0,57.36,323.76,292.8
full_test_3,13.6,Figure,126,"Figure 13.6. The best SP-Multiple-Alignment found by the SPCM with the New SP-Pattern in column 0, ‘les plume s sont vert e s’, representing a sentence, and Old SP-Patterns, one in each of columns 1 to 15 representing a grammatical structure or word, drawn from the SP-Grammar shown in Figure 13.5. As noted in the text, number dependencies and gender dependencies are shown in columns 13, 14, and 15. Reproduced from [92, Figure 5.8].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.6-1.png,54.0,57.36,376.08,362.4
full_test_3,13.12,Figure,136,"Figure 13.12. The best SP-Multiple-Alignment created by the SPCM with the sentence ‘john kissed mary’ in New and a grammar in Old that represents NL syntax, semantics and their integration. Reproduced from [92, Figure 5.18].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.12-1.png,54.0,57.36,376.08,400.32
full_test_3,7.5,Figure,79,"Figure 7.5. The best SP-Multiple-Alignment created by the SPCM that achieves the effect of decoding the code-pattern, ‘S PL 0a 17 6 1 11 21 #S’, resulting in the recreation of the sentence ‘t h e p l u m s a r e r i p e’, as described in the text. The SP-Pattern in row 0 is a New SP-Pattern representing the encoding of the sentence, while each of the rows 1 to 9 contains a single Old SP-Pattern, and each such Old SP-Pattern contains one or more characters from the sentence ‘t h e p l u m s a r e r i p e’. So, the SP-Multiple-Alignment has in effect recreated that original sentence.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure7.5-1.png,54.96,379.44,376.08,484.56
full_test_3,8.4,Figure,94,"Figure 8.4(b) has SP-Symbols added at the beginning and end like ‘B’, ‘2’, ‘#B’ in the SP-Pattern ‘B 2 t h a t #B’. These SP-Symbols are the ‘identification’ SP-Symbols, or ‘ID’ SP-Symbols introduced in Section 8.3.2.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.4-1.png,128.64,402.71999999999997,303.36,447.12
full_test_3,8.4,Figure,94,"Figure 8.4. (a) A simple SP-Multiple-Alignment from which, via the SPTI, Old SP-Patterns may be derived. (b) Old SP-Patterns derived from the SP-MultipleAlignment shown in (a).",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.4-1.png,128.64,464.4,236.64,527.28
full_test_3,13.8,Figure,131,"Figure 13.8. An SP-Grammar for the syntax of English auxiliary verbs. Reproduced from [92, Figure 5.11].",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.8-1.png,76.32,57.36,378.24,561.6
full_test_3,7.1,Figure,68,"Figure 7.1. The best SP-Multiple-Alignment amongst several created by the SPCM that achieves the effect of parsing a sentence (‘t h e p l u m s a r e r i p e’) into its parts and sub-parts, as described in the text. The sentence in row 0 is a New SP-Pattern, while each of the rows 1–9 contains a single Old SPPattern, drawn from a relatively large repository of Old SP-Patterns. Reproduced from [82, Figure A2], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure7.1-1.png,55.44,340.08,378.0,481.91999999999996
full_test_3,8.1,Figure,90,"Figure 8.1. Schematic representation of the SPTI. Reproduced from [95,",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.1-1.png,135.6,84.96,296.64,216.23999999999998
full_test_3,13.4,Figure,122,"Figure 13.4(a) shows how the SPTI may achieve a ‘correct’ parsing of the sentence ‘t w o k i t t e n s p l a y’, while Figure 13.4(b) shows how the SPCM achieves the same ‘correct’ parsing, except that the (b) sentence contains: an error of omission where the letter",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.4-1.png,54.96,239.76,363.84,356.15999999999997
full_test_3,13.4,Figure,122,"Figure 13.4. (a) The best SP-Multiple-Alignment created by the SPCM with a New SP-Pattern (representing a sentence to be parsed) shown in row 0, and a store of Old SP-Patterns like those in rows 1 to 8 (representing grammatical structures, including words); and (b) The best SP-Multiple-Alignment created by the SPCM with the same New SP-Pattern as in (a) but with errors of omission, substitution and commission as described in the text, and with the same set of Old SP-Patterns as before. (a) and (b) are reproduced from [93, Figures 1 and 2 respectively], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure13.4-1.png,54.96,368.15999999999997,376.08,484.56
full_test_3,8.8,Figure,100,"Figure 8.8. Categories of utterances involved in the learning of a first language, L. In ascending order size, they are: the finite sample of utterances from which a child learns; the (infinite) set of utterances in L; and the (infinite) set of all possible utterances. As shown in the figure, ‘dirty data’ are errors in the speech or other information from which a child learns his or her first language. Adapted from [87, Figure 7.1], author J. G. Wolff.",/work/jobs/20260826063641_jamie_full_test_3_6dc8ee3b/extract_out/figures/full_test_3-Figure8.8-1.png,156.0,84.96,275.28,208.07999999999998
